ticket_id,start_date,resolve_date,priority,category,sub_category,department,assignee_team,sla_status,resolution_time_hrs,customer_impact,major_event,is_holiday,is_weekend,day_of_week,month,ticket_volume_day
TCKT_0323,2025-10-04 00:11:04,2025-10-05 21:11:04,High,Software,Update Error,Admin,Infra Team,Met,45.0,High,Security Patch,0,1,Saturday,10,143
TCKT_0324,2025-08-24 21:31:00,2025-08-27 16:31:00,Medium,Access,Account Lock,Admin,App Support,Met,67.0,Low,Server Maintenance,0,1,Sunday,8,126
TCKT_0325,2025-01-10 16:51:17,2025-01-11 14:51:17,Low,Hardware,System Crash,HR,Infra Team,Met,22.0,High,None,0,0,Friday,1,151
TCKT_0326,2025-04-27 22:21:51,2025-04-29 19:21:51,High,Access,Access Request,HR,Hardware Support,Met,45.0,Low,Product Launch,0,1,Sunday,4,103
TCKT_0327,2025-09-24 04:22:30,2025-09-26 14:22:30,Critical,Network,WiFi Issue,IT,App Support,Breached,58.0,Low,Product Launch,0,0,Wednesday,9,155
TCKT_0328,2025-01-04 08:45:48,2025-01-05 14:45:48,Low,Software,UI Bug,Admin,App Support,Met,30.0,Medium,Server Maintenance,1,1,Saturday,1,241
TCKT_0329,2025-07-25 07:34:16,2025-07-26 08:34:16,Medium,Hardware,System Crash,IT,Infra Team,Breached,25.0,High,Product Launch,1,0,Friday,7,180
TCKT_0330,2024-11-20 19:08:19,2024-11-22 18:08:19,Critical,Network,Router Failure,HR,Hardware Support,Breached,47.0,High,Server Maintenance,1,0,Wednesday,11,208
TCKT_0331,2024-11-23 07:39:49,2024-11-23 12:39:49,High,Network,Router Failure,HR,Infra Team,Met,5.0,Low,Product Launch,0,1,Saturday,11,122
TCKT_0332,2024-11-12 21:50:43,2024-11-15 00:50:43,Medium,Software,UI Bug,IT,Infra Team,Breached,51.0,High,None,1,0,Tuesday,11,182
TCKT_0333,2025-06-20 15:21:39,2025-06-22 16:21:39,Medium,Network,Router Failure,IT,Hardware Support,Met,49.0,High,System Upgrade,0,0,Friday,6,133
TCKT_0334,2024-12-06 23:57:27,2024-12-09 15:57:27,Critical,Network,WiFi Issue,Finance,Hardware Support,Met,64.0,High,System Upgrade,0,0,Friday,12,213
TCKT_0335,2025-08-21 05:59:15,2025-08-22 09:59:15,Low,Access,Access Request,Admin,App Support,Met,28.0,Medium,Product Launch,0,0,Thursday,8,148
TCKT_0336,2025-03-10 10:41:49,2025-03-10 11:41:49,Medium,Access,Account Lock,Admin,Infra Team,Breached,1.0,High,System Upgrade,0,0,Monday,3,204
TCKT_0337,2025-08-17 19:22:14,2025-08-18 21:22:14,Medium,Access,Access Request,IT,Infra Team,Met,26.0,High,Server Maintenance,0,1,Sunday,8,153
TCKT_0338,2025-04-19 15:42:24,2025-04-22 11:42:24,Critical,Access,Access Request,HR,Infra Team,Met,68.0,High,System Upgrade,1,1,Saturday,4,238
TCKT_0339,2025-08-10 14:12:21,2025-08-11 07:12:21,Low,Hardware,System Crash,Finance,Infra Team,Breached,17.0,Medium,Product Launch,0,1,Sunday,8,167
TCKT_0340,2024-12-24 16:00:08,2024-12-26 00:00:08,Low,Software,UI Bug,Finance,Infra Team,Met,32.0,Medium,None,1,0,Tuesday,12,183
TCKT_0341,2025-04-19 18:12:25,2025-04-20 02:12:25,Low,Network,VPN Issue,IT,Infra Team,Breached,8.0,Low,System Upgrade,0,1,Saturday,4,144
TCKT_0342,2025-07-31 21:52:41,2025-08-01 07:52:41,Low,Network,Router Failure,IT,App Support,Breached,10.0,Low,Server Maintenance,1,0,Thursday,7,219
TCKT_0343,2024-10-16 21:13:29,2024-10-18 10:13:29,Low,Access,Password Reset,Admin,Hardware Support,Met,37.0,High,Product Launch,0,0,Wednesday,10,122
TCKT_0344,2025-09-09 08:26:01,2025-09-11 23:26:01,Critical,Network,VPN Issue,Admin,App Support,Met,63.0,Medium,Server Maintenance,1,0,Tuesday,9,245
TCKT_0345,2025-05-05 11:25:10,2025-05-05 22:25:10,Medium,Network,Server Down,Finance,Infra Team,Met,11.0,High,System Upgrade,1,0,Monday,5,243
TCKT_0346,2025-06-06 03:52:04,2025-06-08 13:52:04,Critical,Hardware,Keyboard Issue,Admin,App Support,Breached,58.0,Medium,Product Launch,1,0,Friday,6,122
TCKT_0347,2025-08-30 19:23:51,2025-08-31 11:23:51,High,Hardware,Monitor Issue,HR,App Support,Met,16.0,Medium,Security Patch,0,1,Saturday,8,155
TCKT_0348,2024-11-27 12:31:30,2024-11-29 00:31:30,Critical,Hardware,Keyboard Issue,IT,Infra Team,Met,36.0,Low,Product Launch,1,0,Wednesday,11,243
TCKT_0349,2025-07-26 04:24:05,2025-07-27 00:24:05,High,Software,UI Bug,Admin,Infra Team,Met,20.0,Medium,System Upgrade,1,1,Saturday,7,178
TCKT_0350,2025-05-23 03:58:43,2025-05-24 19:58:43,Critical,Hardware,Printer Issue,IT,Infra Team,Breached,40.0,High,Security Patch,0,0,Friday,5,126
TCKT_0351,2025-10-09 06:26:06,2025-10-09 18:26:06,Critical,Network,Server Down,HR,Infra Team,Breached,12.0,Low,Product Launch,1,0,Thursday,10,155
TCKT_0352,2025-01-30 13:16:11,2025-01-31 04:16:11,Low,Hardware,Monitor Issue,Admin,Infra Team,Breached,15.0,Low,None,1,0,Thursday,1,233
TCKT_0353,2025-07-29 03:00:55,2025-07-31 05:00:55,Critical,Access,Account Lock,Finance,App Support,Met,50.0,Medium,Product Launch,0,0,Tuesday,7,100
TCKT_0354,2025-04-29 17:33:41,2025-05-01 01:33:41,High,Network,Router Failure,Finance,App Support,Met,32.0,Medium,Server Maintenance,0,0,Tuesday,4,103
TCKT_0355,2025-01-14 17:43:33,2025-01-17 15:43:33,High,Access,Account Lock,Finance,Hardware Support,Breached,70.0,Low,Security Patch,1,0,Tuesday,1,166
TCKT_0356,2025-02-06 18:02:09,2025-02-08 22:02:09,High,Access,Access Request,IT,Hardware Support,Breached,52.0,Low,None,0,0,Thursday,2,162
TCKT_0357,2025-06-24 00:27:27,2025-06-27 00:27:27,Medium,Network,WiFi Issue,Admin,Hardware Support,Breached,72.0,Low,Product Launch,0,0,Tuesday,6,199
TCKT_0358,2025-02-18 21:42:09,2025-02-21 11:42:09,High,Access,Account Lock,HR,Hardware Support,Met,62.0,High,Server Maintenance,0,0,Tuesday,2,217
TCKT_0359,2024-11-08 02:34:47,2024-11-09 00:34:47,High,Software,Login Issue,Finance,Hardware Support,Met,22.0,High,System Upgrade,0,0,Friday,11,177
TCKT_0360,2025-05-01 05:41:26,2025-05-02 05:41:26,Critical,Software,Update Error,IT,Infra Team,Met,24.0,Medium,Server Maintenance,0,0,Thursday,5,105
TCKT_0361,2025-04-05 05:27:11,2025-04-08 02:27:11,High,Network,Router Failure,Finance,App Support,Met,69.0,Medium,Security Patch,1,1,Saturday,4,139
TCKT_0362,2025-09-02 20:31:59,2025-09-03 08:31:59,Low,Software,Update Error,HR,App Support,Breached,12.0,Medium,System Upgrade,1,0,Tuesday,9,194
TCKT_0363,2025-04-29 23:42:33,2025-05-01 12:42:33,Medium,Hardware,Monitor Issue,IT,App Support,Breached,37.0,Medium,Server Maintenance,0,0,Tuesday,4,243
TCKT_0364,2025-05-14 13:26:33,2025-05-17 07:26:33,Medium,Network,Router Failure,Admin,Infra Team,Breached,66.0,Low,Product Launch,0,0,Wednesday,5,149
TCKT_0365,2025-04-04 01:47:33,2025-04-06 04:47:33,High,Hardware,System Crash,IT,Infra Team,Met,51.0,Medium,Server Maintenance,0,0,Friday,4,104
TCKT_0366,2025-07-07 10:00:42,2025-07-07 12:00:42,Medium,Network,VPN Issue,Finance,App Support,Breached,2.0,Low,System Upgrade,0,0,Monday,7,135
TCKT_0367,2024-10-20 05:21:26,2024-10-22 13:21:26,Low,Network,VPN Issue,IT,Infra Team,Breached,56.0,High,None,1,1,Sunday,10,147
TCKT_0368,2025-09-06 13:54:25,2025-09-09 00:54:25,Critical,Hardware,System Crash,Finance,App Support,Breached,59.0,Medium,Server Maintenance,0,1,Saturday,9,204
TCKT_0369,2024-11-12 23:29:29,2024-11-14 11:29:29,Medium,Access,Account Lock,HR,App Support,Met,36.0,Medium,Security Patch,0,0,Tuesday,11,239
TCKT_0370,2025-03-08 03:38:12,2025-03-09 05:38:12,Medium,Hardware,Monitor Issue,Admin,Hardware Support,Breached,26.0,Low,Security Patch,0,1,Saturday,3,112
TCKT_0371,2025-09-20 19:04:46,2025-09-20 21:04:46,High,Access,Access Request,IT,Hardware Support,Breached,2.0,Medium,Security Patch,0,1,Saturday,9,187
TCKT_0372,2025-08-01 13:02:23,2025-08-02 17:02:23,High,Network,VPN Issue,IT,Infra Team,Breached,28.0,Low,Server Maintenance,0,0,Friday,8,182
TCKT_0373,2025-10-16 02:18:30,2025-10-17 02:18:30,Critical,Software,UI Bug,Admin,App Support,Met,24.0,High,System Upgrade,1,0,Thursday,10,173
TCKT_0374,2025-04-01 04:23:08,2025-04-03 16:23:08,Low,Software,Update Error,IT,Hardware Support,Met,60.0,High,Product Launch,1,0,Tuesday,4,139
TCKT_0375,2025-09-03 18:02:18,2025-09-06 16:02:18,Medium,Network,WiFi Issue,IT,Hardware Support,Breached,70.0,High,Product Launch,1,0,Wednesday,9,204
TCKT_0376,2025-03-14 01:20:57,2025-03-14 05:20:57,Medium,Hardware,Keyboard Issue,Admin,Hardware Support,Met,4.0,Low,Product Launch,1,0,Friday,3,156
TCKT_0377,2024-12-25 07:08:44,2024-12-27 14:08:44,High,Hardware,Printer Issue,Finance,Infra Team,Breached,55.0,Medium,None,0,0,Wednesday,12,183
TCKT_0378,2025-08-28 12:36:44,2025-08-29 14:36:44,Low,Network,Server Down,HR,Infra Team,Breached,26.0,Medium,Product Launch,1,0,Thursday,8,122
TCKT_0379,2024-12-02 03:42:51,2024-12-02 19:42:51,Critical,Hardware,Printer Issue,HR,Hardware Support,Breached,16.0,Medium,Product Launch,1,0,Monday,12,235
TCKT_0380,2025-04-18 08:18:00,2025-04-18 16:18:00,High,Network,Router Failure,Admin,Hardware Support,Breached,8.0,Low,System Upgrade,0,0,Friday,4,172
TCKT_0381,2025-03-12 11:27:14,2025-03-14 17:27:14,Critical,Software,UI Bug,Admin,Infra Team,Breached,54.0,Medium,Security Patch,1,0,Wednesday,3,183
TCKT_0382,2025-07-12 10:43:06,2025-07-15 00:43:06,Critical,Software,App Crash,Admin,Hardware Support,Breached,62.0,High,None,1,1,Saturday,7,218
TCKT_0383,2025-07-04 17:57:56,2025-07-06 13:57:56,Low,Hardware,System Crash,Finance,Infra Team,Breached,44.0,Medium,Security Patch,1,0,Friday,7,238
TCKT_0384,2025-02-16 11:25:49,2025-02-16 17:25:49,High,Software,Login Issue,HR,App Support,Breached,6.0,Medium,Security Patch,1,1,Sunday,2,243
TCKT_0385,2025-05-30 16:07:21,2025-05-31 02:07:21,Low,Hardware,Monitor Issue,Admin,App Support,Breached,10.0,Low,None,0,0,Friday,5,185
TCKT_0386,2025-07-13 00:22:34,2025-07-14 10:22:34,Low,Software,UI Bug,HR,Infra Team,Breached,34.0,Medium,System Upgrade,0,1,Sunday,7,132
TCKT_0387,2025-06-11 04:51:12,2025-06-13 15:51:12,Critical,Hardware,Printer Issue,Admin,App Support,Met,59.0,High,Server Maintenance,0,0,Wednesday,6,221
TCKT_0388,2025-02-22 13:23:08,2025-02-22 16:23:08,Medium,Hardware,Printer Issue,HR,Hardware Support,Breached,3.0,Medium,Security Patch,1,1,Saturday,2,169
TCKT_0389,2025-04-26 05:20:34,2025-04-27 17:20:34,Critical,Hardware,System Crash,Finance,Hardware Support,Met,36.0,High,None,1,1,Saturday,4,123
TCKT_0390,2024-12-02 09:47:08,2024-12-03 06:47:08,Critical,Access,Access Request,IT,Infra Team,Met,21.0,Medium,Product Launch,0,0,Monday,12,186
TCKT_0391,2025-03-03 15:40:53,2025-03-04 09:40:53,Critical,Network,VPN Issue,Admin,App Support,Met,18.0,Medium,Server Maintenance,0,0,Monday,3,241
TCKT_0392,2024-11-12 12:26:46,2024-11-12 15:26:46,Critical,Software,Update Error,Finance,App Support,Breached,3.0,Low,Server Maintenance,1,0,Tuesday,11,187
TCKT_0393,2025-09-22 03:58:06,2025-09-24 01:58:06,High,Hardware,Monitor Issue,Finance,Hardware Support,Met,46.0,Medium,None,1,0,Monday,9,135
TCKT_0394,2025-10-03 18:21:18,2025-10-06 01:21:18,Low,Hardware,System Crash,Admin,Hardware Support,Met,55.0,High,Security Patch,0,0,Friday,10,246
TCKT_0395,2025-02-25 20:32:29,2025-02-28 00:32:29,Critical,Hardware,Keyboard Issue,Admin,Hardware Support,Met,52.0,Medium,Security Patch,0,0,Tuesday,2,172
TCKT_0396,2025-05-15 06:04:15,2025-05-16 00:04:15,Critical,Network,Router Failure,IT,Hardware Support,Met,18.0,Medium,Server Maintenance,1,0,Thursday,5,163
TCKT_0397,2025-06-19 06:37:53,2025-06-19 15:37:53,Low,Software,Update Error,IT,App Support,Met,9.0,Medium,System Upgrade,0,0,Thursday,6,213
TCKT_0398,2025-05-26 03:48:32,2025-05-26 10:48:32,High,Software,Login Issue,IT,App Support,Breached,7.0,Medium,None,1,0,Monday,5,151
TCKT_0399,2024-10-30 01:50:46,2024-10-30 05:50:46,Medium,Software,Login Issue,IT,App Support,Met,4.0,Low,Product Launch,0,0,Wednesday,10,180
TCKT_0400,2025-03-21 13:21:30,2025-03-23 12:21:30,Critical,Network,VPN Issue,Finance,Infra Team,Breached,47.0,Medium,Server Maintenance,1,0,Friday,3,198
TCKT_0401,2025-03-16 20:43:08,2025-03-17 10:43:08,Low,Access,Access Request,Admin,App Support,Breached,14.0,Medium,System Upgrade,0,1,Sunday,3,118
TCKT_0402,2025-07-21 14:22:42,2025-07-24 14:22:42,Critical,Software,Login Issue,HR,Hardware Support,Met,72.0,Low,Security Patch,0,0,Monday,7,238
TCKT_0403,2025-06-04 06:07:15,2025-06-05 13:07:15,Critical,Hardware,System Crash,HR,Hardware Support,Breached,31.0,Medium,System Upgrade,1,0,Wednesday,6,219
TCKT_0404,2025-04-07 01:06:51,2025-04-07 07:06:51,Low,Access,Password Reset,HR,Hardware Support,Breached,6.0,Medium,None,1,0,Monday,4,121
TCKT_0405,2025-06-27 06:31:56,2025-06-29 07:31:56,Low,Hardware,Printer Issue,Admin,App Support,Breached,49.0,High,Server Maintenance,1,0,Friday,6,110
TCKT_0406,2025-05-10 16:49:50,2025-05-11 16:49:50,Critical,Software,Login Issue,IT,Hardware Support,Met,24.0,Medium,None,1,1,Saturday,5,116
TCKT_0407,2025-03-03 08:59:35,2025-03-05 17:59:35,Low,Network,Router Failure,HR,Hardware Support,Met,57.0,High,Security Patch,1,0,Monday,3,112
TCKT_0408,2024-12-26 15:49:42,2024-12-28 16:49:42,Low,Software,Update Error,Admin,Hardware Support,Breached,49.0,High,Product Launch,1,0,Thursday,12,120
TCKT_0409,2024-11-23 13:03:08,2024-11-26 04:03:08,Medium,Network,VPN Issue,IT,Hardware Support,Met,63.0,Low,None,1,1,Saturday,11,140
TCKT_0410,2025-03-24 10:53:57,2025-03-25 22:53:57,Critical,Software,Update Error,Finance,App Support,Breached,36.0,High,Product Launch,1,0,Monday,3,194
TCKT_0411,2024-11-17 13:50:03,2024-11-19 07:50:03,High,Hardware,Printer Issue,Admin,Hardware Support,Breached,42.0,Medium,System Upgrade,0,1,Sunday,11,212
TCKT_0412,2025-07-13 03:16:06,2025-07-15 04:16:06,High,Hardware,Keyboard Issue,HR,Infra Team,Breached,49.0,High,System Upgrade,0,1,Sunday,7,172
TCKT_0413,2024-11-21 01:05:53,2024-11-21 09:05:53,Medium,Software,Login Issue,IT,Hardware Support,Breached,8.0,Medium,None,0,0,Thursday,11,244
TCKT_0414,2025-09-01 22:25:06,2025-09-03 22:25:06,High,Software,Login Issue,Finance,App Support,Met,48.0,High,Product Launch,0,0,Monday,9,133
TCKT_0415,2025-01-23 05:04:55,2025-01-24 01:04:55,Critical,Network,Server Down,IT,Infra Team,Breached,20.0,Medium,None,0,0,Thursday,1,238
TCKT_0416,2025-07-11 21:47:55,2025-07-14 01:47:55,High,Software,App Crash,Admin,Hardware Support,Met,52.0,High,Product Launch,1,0,Friday,7,237
TCKT_0417,2025-01-18 23:38:05,2025-01-20 14:38:05,Medium,Access,Password Reset,IT,Infra Team,Breached,39.0,Low,Server Maintenance,0,1,Saturday,1,149
TCKT_0418,2025-08-15 04:37:25,2025-08-18 02:37:25,Critical,Hardware,Printer Issue,IT,App Support,Breached,70.0,Low,System Upgrade,1,0,Friday,8,134
TCKT_0419,2024-11-29 07:11:28,2024-11-29 12:11:28,High,Access,Account Lock,IT,Hardware Support,Met,5.0,High,System Upgrade,0,0,Friday,11,138
TCKT_0420,2025-05-26 14:08:16,2025-05-26 19:08:16,Low,Software,Update Error,IT,App Support,Met,5.0,Medium,Security Patch,0,0,Monday,5,117
TCKT_0421,2025-01-13 01:42:32,2025-01-15 01:42:32,Critical,Software,Login Issue,IT,Hardware Support,Met,48.0,Low,None,0,0,Monday,1,148
TCKT_0422,2025-05-25 03:17:39,2025-05-27 09:17:39,Critical,Access,Password Reset,HR,Infra Team,Breached,54.0,Low,Server Maintenance,0,1,Sunday,5,213
TCKT_0423,2024-12-13 18:16:37,2024-12-15 08:16:37,Medium,Network,Server Down,Admin,Hardware Support,Met,38.0,Medium,None,1,0,Friday,12,194
TCKT_0424,2025-06-07 14:40:09,2025-06-09 01:40:09,Low,Hardware,Monitor Issue,IT,Infra Team,Breached,35.0,High,Server Maintenance,0,1,Saturday,6,176
TCKT_0425,2025-03-12 12:49:27,2025-03-15 09:49:27,Medium,Network,Router Failure,Admin,App Support,Breached,69.0,Low,Server Maintenance,1,0,Wednesday,3,156
TCKT_0426,2025-08-13 11:28:01,2025-08-15 11:28:01,Low,Network,WiFi Issue,HR,App Support,Met,48.0,Low,Server Maintenance,1,0,Wednesday,8,137
TCKT_0427,2025-02-22 09:10:50,2025-02-24 18:10:50,Medium,Network,WiFi Issue,Admin,Infra Team,Breached,57.0,Low,Security Patch,1,1,Saturday,2,242
TCKT_0428,2025-02-10 23:06:38,2025-02-11 00:06:38,Medium,Hardware,Monitor Issue,IT,Hardware Support,Breached,1.0,Medium,Product Launch,1,0,Monday,2,159
TCKT_0429,2025-01-04 16:43:07,2025-01-07 10:43:07,Critical,Access,Password Reset,Finance,Hardware Support,Met,66.0,High,System Upgrade,1,1,Saturday,1,187
TCKT_0430,2025-07-05 11:38:09,2025-07-06 13:38:09,Critical,Software,Login Issue,Finance,Infra Team,Met,26.0,Low,System Upgrade,0,1,Saturday,7,121
TCKT_0431,2025-05-05 21:10:07,2025-05-06 02:10:07,Critical,Network,Server Down,IT,App Support,Breached,5.0,High,System Upgrade,1,0,Monday,5,183
TCKT_0432,2024-11-01 03:18:19,2024-11-03 22:18:19,High,Software,UI Bug,IT,Infra Team,Breached,67.0,Medium,Product Launch,1,0,Friday,11,249
TCKT_0433,2024-11-12 13:55:58,2024-11-13 11:55:58,High,Software,Login Issue,Finance,Infra Team,Breached,22.0,High,Server Maintenance,1,0,Tuesday,11,236
TCKT_0434,2024-11-12 02:12:15,2024-11-13 07:12:15,Medium,Network,WiFi Issue,Finance,Hardware Support,Met,29.0,Low,Server Maintenance,0,0,Tuesday,11,231
TCKT_0435,2025-02-06 21:19:25,2025-02-06 23:19:25,Low,Software,App Crash,IT,Infra Team,Breached,2.0,High,Product Launch,0,0,Thursday,2,219
TCKT_0436,2025-01-28 15:57:32,2025-01-29 09:57:32,High,Network,VPN Issue,HR,Hardware Support,Met,18.0,High,System Upgrade,1,0,Tuesday,1,178
TCKT_0437,2025-03-29 21:38:55,2025-04-01 20:38:55,Critical,Network,WiFi Issue,HR,App Support,Met,71.0,Low,Security Patch,0,1,Saturday,3,166
TCKT_0438,2025-07-31 16:58:29,2025-08-03 08:58:29,Critical,Software,App Crash,IT,App Support,Met,64.0,High,Security Patch,0,0,Thursday,7,167
TCKT_0439,2025-05-02 02:14:54,2025-05-03 22:14:54,Critical,Network,Router Failure,Admin,Infra Team,Breached,44.0,High,System Upgrade,0,0,Friday,5,175
TCKT_0440,2025-08-03 05:53:02,2025-08-05 04:53:02,High,Network,Router Failure,Finance,Infra Team,Met,47.0,High,None,0,1,Sunday,8,113
TCKT_0441,2025-04-26 23:36:10,2025-04-28 06:36:10,Low,Access,Access Request,IT,App Support,Breached,31.0,High,Product Launch,1,1,Saturday,4,192
TCKT_0442,2025-08-01 02:13:35,2025-08-01 20:13:35,Medium,Hardware,Keyboard Issue,Finance,Infra Team,Met,18.0,Low,Product Launch,0,0,Friday,8,112
TCKT_0443,2025-06-18 09:49:08,2025-06-21 03:49:08,Low,Network,Router Failure,Finance,Infra Team,Met,66.0,Medium,Product Launch,1,0,Wednesday,6,250
TCKT_0444,2024-12-20 07:23:53,2024-12-21 07:23:53,High,Access,Access Request,Admin,Hardware Support,Met,24.0,Medium,System Upgrade,1,0,Friday,12,145
TCKT_0445,2025-07-11 21:49:59,2025-07-13 05:49:59,Critical,Software,Login Issue,Finance,Infra Team,Met,32.0,High,Product Launch,0,0,Friday,7,217
TCKT_0446,2024-10-17 07:24:54,2024-10-19 03:24:54,Low,Hardware,Monitor Issue,IT,Hardware Support,Breached,44.0,Low,Server Maintenance,1,0,Thursday,10,111
TCKT_0447,2025-10-08 23:15:09,2025-10-09 13:15:09,Low,Access,Password Reset,Finance,Hardware Support,Met,14.0,High,Product Launch,0,0,Wednesday,10,218
TCKT_0448,2025-03-13 20:10:20,2025-03-16 18:10:20,Critical,Hardware,Printer Issue,HR,Hardware Support,Met,70.0,Low,Product Launch,1,0,Thursday,3,237
TCKT_0449,2025-07-19 11:28:27,2025-07-22 05:28:27,Medium,Software,UI Bug,HR,Infra Team,Breached,66.0,High,Server Maintenance,0,1,Saturday,7,220
TCKT_0450,2025-04-28 06:36:40,2025-04-30 20:36:40,Low,Network,Server Down,Finance,Hardware Support,Breached,62.0,High,Security Patch,1,0,Monday,4,110
TCKT_0451,2024-11-14 20:58:30,2024-11-15 04:58:30,Low,Access,Account Lock,IT,App Support,Breached,8.0,Low,Security Patch,0,0,Thursday,11,150
TCKT_0452,2025-08-03 13:37:28,2025-08-05 06:37:28,High,Access,Password Reset,HR,Infra Team,Breached,41.0,High,Product Launch,1,1,Sunday,8,140
TCKT_0453,2025-07-19 16:10:54,2025-07-21 09:10:54,Medium,Hardware,Monitor Issue,HR,App Support,Breached,41.0,Medium,Security Patch,1,1,Saturday,7,153
TCKT_0454,2024-10-17 21:50:29,2024-10-19 20:50:29,Low,Network,WiFi Issue,Finance,Infra Team,Met,47.0,High,Product Launch,1,0,Thursday,10,241
TCKT_0455,2025-04-18 16:12:55,2025-04-19 13:12:55,Medium,Access,Account Lock,IT,Hardware Support,Met,21.0,Low,Product Launch,1,0,Friday,4,171
TCKT_0456,2024-12-28 00:26:43,2024-12-29 20:26:43,Critical,Software,App Crash,IT,Infra Team,Breached,44.0,Medium,Security Patch,1,1,Saturday,12,203
TCKT_0457,2025-09-07 00:57:44,2025-09-09 01:57:44,Critical,Network,Server Down,HR,Infra Team,Met,49.0,Low,Product Launch,0,1,Sunday,9,204
TCKT_0458,2025-05-22 05:35:22,2025-05-23 11:35:22,Critical,Software,Update Error,HR,Infra Team,Met,30.0,Low,Product Launch,1,0,Thursday,5,232
TCKT_0459,2025-02-05 23:26:53,2025-02-06 13:26:53,Critical,Network,WiFi Issue,Admin,Infra Team,Breached,14.0,Low,None,1,0,Wednesday,2,140
TCKT_0460,2025-08-04 13:21:03,2025-08-07 11:21:03,High,Access,Password Reset,Admin,Infra Team,Met,70.0,Medium,Product Launch,0,0,Monday,8,234
TCKT_0461,2024-12-03 12:35:03,2024-12-04 15:35:03,Medium,Network,WiFi Issue,HR,Infra Team,Met,27.0,High,Server Maintenance,0,0,Tuesday,12,170
TCKT_0462,2025-04-09 12:28:42,2025-04-11 19:28:42,Medium,Hardware,Monitor Issue,HR,Hardware Support,Breached,55.0,High,None,0,0,Wednesday,4,109
TCKT_0463,2024-11-04 09:08:49,2024-11-04 11:08:49,Low,Network,Server Down,HR,Hardware Support,Breached,2.0,High,Product Launch,1,0,Monday,11,145
TCKT_0464,2024-12-11 04:26:53,2024-12-13 14:26:53,Low,Hardware,System Crash,Finance,App Support,Breached,58.0,Low,Security Patch,1,0,Wednesday,12,232
TCKT_0465,2024-11-23 04:25:00,2024-11-24 20:25:00,Medium,Software,Update Error,HR,Hardware Support,Met,40.0,Low,Security Patch,0,1,Saturday,11,164
TCKT_0466,2025-05-20 18:03:09,2025-05-20 21:03:09,Low,Network,WiFi Issue,HR,App Support,Breached,3.0,High,Security Patch,1,0,Tuesday,5,108
TCKT_0467,2025-04-19 12:13:45,2025-04-20 20:13:45,Low,Hardware,System Crash,IT,App Support,Met,32.0,Low,Security Patch,0,1,Saturday,4,115
TCKT_0468,2025-04-19 16:29:39,2025-04-21 13:29:39,High,Access,Password Reset,HR,Hardware Support,Breached,45.0,Low,None,0,1,Saturday,4,136
TCKT_0469,2025-08-18 02:51:36,2025-08-20 20:51:36,Low,Hardware,Printer Issue,Admin,Infra Team,Met,66.0,Low,System Upgrade,0,0,Monday,8,114
TCKT_0470,2025-07-26 23:52:16,2025-07-29 14:52:16,Critical,Access,Access Request,IT,Infra Team,Met,63.0,Low,System Upgrade,0,1,Saturday,7,175
TCKT_0471,2024-10-28 14:32:50,2024-10-29 06:32:50,Medium,Network,Server Down,IT,Infra Team,Met,16.0,High,Product Launch,1,0,Monday,10,103
TCKT_0472,2025-01-28 20:01:18,2025-01-30 23:01:18,Medium,Network,VPN Issue,IT,App Support,Met,51.0,Medium,System Upgrade,1,0,Tuesday,1,236
TCKT_0473,2025-02-04 21:07:07,2025-02-07 04:07:07,High,Hardware,Monitor Issue,IT,App Support,Breached,55.0,Low,Product Launch,0,0,Tuesday,2,171
TCKT_0474,2025-10-09 17:40:39,2025-10-11 07:40:39,Low,Hardware,Printer Issue,IT,App Support,Met,38.0,High,Security Patch,1,0,Thursday,10,131
TCKT_0475,2025-06-09 06:43:18,2025-06-11 18:43:18,Low,Access,Password Reset,IT,App Support,Met,60.0,Low,System Upgrade,1,0,Monday,6,100
TCKT_0476,2025-05-17 01:37:12,2025-05-19 11:37:12,High,Software,App Crash,IT,Infra Team,Breached,58.0,Low,System Upgrade,1,1,Saturday,5,186
TCKT_0477,2024-10-16 15:30:04,2024-10-17 19:30:04,High,Software,Login Issue,Finance,Hardware Support,Breached,28.0,High,None,0,0,Wednesday,10,220
TCKT_0478,2025-04-14 10:54:00,2025-04-16 16:54:00,Critical,Hardware,Monitor Issue,HR,Infra Team,Met,54.0,Medium,Product Launch,0,0,Monday,4,220
TCKT_0479,2024-11-01 16:59:05,2024-11-02 06:59:05,Medium,Access,Account Lock,Admin,App Support,Met,14.0,High,System Upgrade,0,0,Friday,11,195
TCKT_0480,2025-01-12 14:32:51,2025-01-15 07:32:51,Critical,Software,Login Issue,Admin,Hardware Support,Met,65.0,Medium,System Upgrade,1,1,Sunday,1,245
TCKT_0481,2025-01-25 12:34:31,2025-01-26 07:34:31,High,Software,Update Error,Admin,App Support,Breached,19.0,Low,Server Maintenance,1,1,Saturday,1,158
TCKT_0482,2024-10-17 04:26:46,2024-10-20 01:26:46,Critical,Software,Update Error,Finance,Infra Team,Breached,69.0,High,Product Launch,1,0,Thursday,10,153
TCKT_0483,2025-09-01 11:54:59,2025-09-04 06:54:59,Medium,Hardware,Monitor Issue,Admin,App Support,Breached,67.0,Low,None,0,0,Monday,9,225
TCKT_0484,2025-06-16 07:09:01,2025-06-18 09:09:01,High,Access,Password Reset,IT,Infra Team,Met,50.0,High,System Upgrade,0,0,Monday,6,213
